pdf_name,page,code,keyword,context,position,validated,relevant,notes
PH Tirol.pdf,25,Code 2.7: Professionelle Haltung & Ethik,Haltung,"er Beurteilung durch eine Prüfungskommission (§ 43a Abs. 3 HG 2005 idgF), die vom zuständigen studienrechtlichen Organ eingesetzt wird. Die Prüfungskommission entscheidet mit Stimmenmehrheit, Stimmenthaltung ist unzulässig. Nach insgesamt viermaliger Vorlage und viermaliger negativer Beurteilung der Bachelorarbeit erlischt die Zulassung zum Studium.  4.14 Abschluss des Bachelorstudiums und Graduierung Da",400,False,,
PH Tirol.pdf,26,Code 2.1: Diversität & Heterogenität,Diversität,tudiums 5.1 Modulübersicht in grafischer Darstellung  1. Semester Grundlagen der Pädagogik und der elementarpädago-gischen Professio-nalisierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS01) 2. Semester Interdisziplinäre Perspektiven de,348,False,,
PH Tirol.pdf,26,Code 2.1: Diversität & Heterogenität,Vielfalt,sierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS01) 2. Semester Interdisziplinäre Perspektiven der Kindheitsforschung  (BSW03) Wissenschaftliches Arbeiten I  (BSW04) Elementar-pädagogische Modelle und Konzepte  (EPD03) Institutionel,485,False,,
PH Tirol.pdf,26,Code 2.1: Diversität & Heterogenität,Heterogenität,n Professio-nalisierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS01) 2. Semester Interdisziplinäre Perspektiven der Kindheitsforschung  (BSW03) Wissenschaftliches Arbeiten I  (BSW04) Elementar-pädagogische Modelle und Konzepte  (EPD03) In,469,False,,
PH Tirol.pdf,26,Code 2.1: Diversität & Heterogenität,kulturell,Pädagogische Qualität  (PL02) PPS 2: Ressourcen- und Stärken-orientierung  (PPS02) 3. Semester (Entwicklungs-) Psychologische Theorien  (BSW05) Bildung für nachhaltige Entwicklung  (BSW06) Ästhetisch-Kulturelle Bildung  (EPD05) Transition und Bildungspartner-schaft  (EPD06) Teamentwicklung und Personal-führung  (PL03) PPS 3:  Teamarbeit  (PPS03) 4. Semester Beobachtung und Dokumentation von Entwicklungs-pr,948,False,,
PH Tirol.pdf,26,Code 2.1: Diversität & Heterogenität,Interkulturalität,(EPD06) Teamentwicklung und Personal-führung  (PL03) PPS 3:  Teamarbeit  (PPS03) 4. Semester Beobachtung und Dokumentation von Entwicklungs-prozessen  (BSW07) Wissenschaftliches Arbeiten II  (BSW08) Interkulturalität und Interreligiosität  (EPD07) Mathematik und ästhetische Bildung  (EPD08) Kommunikation und Gesprächs-führung  (PL04) PPS 4: Kommunikation und Konfliktkultur  (PPS04) 5. Semester Sprachliche Bildung,1214,False,,
PH Tirol.pdf,26,Code 2.1: Diversität & Heterogenität,Interreligiosität,ng und Personal-führung  (PL03) PPS 3:  Teamarbeit  (PPS03) 4. Semester Beobachtung und Dokumentation von Entwicklungs-prozessen  (BSW07) Wissenschaftliches Arbeiten II  (BSW08) Interkulturalität und Interreligiosität  (EPD07) Mathematik und ästhetische Bildung  (EPD08) Kommunikation und Gesprächs-führung  (PL04) PPS 4: Kommunikation und Konfliktkultur  (PPS04) 5. Semester Sprachliche Bildung  (BSW09) Berufsfeld-b,1236,False,,
PH Tirol.pdf,26,Code 2.2: Inklusion & Partizipation,inklusive Pädagogik,n 29.06.2021  25 5 Aufbau und Gliederung des Studiums 5.1 Modulübersicht in grafischer Darstellung  1. Semester Grundlagen der Pädagogik und der elementarpädago-gischen Professio-nalisierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS01) 2. Semes,302,False,,
PH Tirol.pdf,26,Code 2.2: Inklusion & Partizipation,inklusiv,n 29.06.2021  25 5 Aufbau und Gliederung des Studiums 5.1 Modulübersicht in grafischer Darstellung  1. Semester Grundlagen der Pädagogik und der elementarpädago-gischen Professio-nalisierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS0,302,False,,
PH Tirol.pdf,26,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,Sprachliche Bildung,) Interkulturalität und Interreligiosität  (EPD07) Mathematik und ästhetische Bildung  (EPD08) Kommunikation und Gesprächs-führung  (PL04) PPS 4: Kommunikation und Konfliktkultur  (PPS04) 5. Semester Sprachliche Bildung  (BSW09) Berufsfeld-bezogene Forschung (BSW10) Sprache und ästhetische Bildung  (EPD09) Digitalisierung und Medienbildung  (EPD10) Betriebliches Management  (PL05) PPS 5:  Potentialanalyse  (PPS05) 6,1412,False,,
PH Tirol.pdf,26,Code 2.7: Professionelle Haltung & Ethik,Werte,d der elementarpädago-gischen Professio-nalisierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS01) 2. Semester Interdisziplinäre Perspektiven der Kindheitsforschung  (BSW03) Wissenschaftliches Arbeiten I  (BSW04) Elementar-pädagogis,441,False,,
PH Tirol.pdf,26,Code 2.7: Professionelle Haltung & Ethik,Wertebildung,d der elementarpädago-gischen Professio-nalisierung  (BSW01) Inklusive Pädagogik im Handlungsfeld  (BSW02) Diversität im pädagogischen Alltag  (EPD01) Musik und Bewegung  (EPD02) Persönlichkeits- und Wertebildung  (PL01) PPS 1: Heterogenität - Vielfalt als Chance (PPS01) 2. Semester Interdisziplinäre Perspektiven der Kindheitsforschung  (BSW03) Wissenschaftliches Arbeiten I  (BSW04) Elementar-pädagogische Mod,441,False,,
PH Tirol.pdf,27,Code 2.1: Diversität & Heterogenität,Diversität,"ECTS-AP (STEOP) BSW02 Inklusive Pädagogik im Handlungsfeld Theorien und Entwicklungsprozesse inklusiver Bildung VO 2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen Alltag Diversitätskategorien im Bildungsbereich (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) 1 Diversität im Kindergarten: Gestaltungsspielraum, eigene Erfahrung und Reflexion SE 1 SWS,  3 E",697,False,,
PH Tirol.pdf,27,Code 2.1: Diversität & Heterogenität,Diversität,"dagogik im Handlungsfeld Theorien und Entwicklungsprozesse inklusiver Bildung VO 2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen Alltag Diversitätskategorien im Bildungsbereich (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) 1 Diversität im Kindergarten: Gestaltungsspielraum, eigene Erfahrung und Reflexion SE 1 SWS,  3 ECTS-AP EPD02 Musik und Bewegung Ele",732,False,,
PH Tirol.pdf,27,Code 2.1: Diversität & Heterogenität,Diversität,"2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen Alltag Diversitätskategorien im Bildungsbereich (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) 1 Diversität im Kindergarten: Gestaltungsspielraum, eigene Erfahrung und Reflexion SE 1 SWS,  3 ECTS-AP EPD02 Musik und Bewegung Elementare Musikerfahrung SE 2 SWS,  3 ECTS-AP 1 Elementare Bewegungserfahrung SE 1",812,False,,
PH Tirol.pdf,27,Code 2.1: Diversität & Heterogenität,Vielfalt,"1 SWS,  2 ECTS-AP PL01 Persönlichkeits- und Wertebildung Persönlichkeit stärken SE 1 SWS,  2 ECTS-AP 1 Haltung zeigen und Werte leben (STEOP) SE 2 SWS,  3 ECTS-AP (STEOP) PPS01 PPS 1: Heterogenität - Vielfalt als Chance Praktikum 1: Situations- und Konzeptionsanalyse UE 1 SWS,  2 ECTS-AP  1 Konzeption, Planung und Reflexion 1 UE 1 SWS,  3 ECTS-AP",1221,False,,
PH Tirol.pdf,27,Code 2.1: Diversität & Heterogenität,Heterogenität,"ngserfahrung SE 1 SWS,  2 ECTS-AP PL01 Persönlichkeits- und Wertebildung Persönlichkeit stärken SE 1 SWS,  2 ECTS-AP 1 Haltung zeigen und Werte leben (STEOP) SE 2 SWS,  3 ECTS-AP (STEOP) PPS01 PPS 1: Heterogenität - Vielfalt als Chance Praktikum 1: Situations- und Konzeptionsanalyse UE 1 SWS,  2 ECTS-AP  1 Konzeption, Planung und Reflexion 1 UE 1 SWS,  3 ECTS-AP",1205,False,,
PH Tirol.pdf,27,Code 2.2: Inklusion & Partizipation,inklusive Pädagogik,"ziehungswissenschaftliche Grundlagen zur Pädagogik der frühen Kindheit (STEOP) VO 2 SWS,  3 ECTS-AP (STEOP) 1 Professionalisierung in der Elementarpädagogik (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) BSW02 Inklusive Pädagogik im Handlungsfeld Theorien und Entwicklungsprozesse inklusiver Bildung VO 2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen Alltag Diversi",520,False,,
PH Tirol.pdf,27,Code 2.2: Inklusion & Partizipation,inklusiv,"ziehungswissenschaftliche Grundlagen zur Pädagogik der frühen Kindheit (STEOP) VO 2 SWS,  3 ECTS-AP (STEOP) 1 Professionalisierung in der Elementarpädagogik (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) BSW02 Inklusive Pädagogik im Handlungsfeld Theorien und Entwicklungsprozesse inklusiver Bildung VO 2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen All",520,False,,
PH Tirol.pdf,27,Code 2.2: Inklusion & Partizipation,inklusiv,"(STEOP) VO 2 SWS,  3 ECTS-AP (STEOP) 1 Professionalisierung in der Elementarpädagogik (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) BSW02 Inklusive Pädagogik im Handlungsfeld Theorien und Entwicklungsprozesse inklusiver Bildung VO 2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen Alltag Diversitätskategorien im Bildungsbereich (STEOP) VO 1 SWS,  2 ECTS-",591,False,,
PH Tirol.pdf,27,Code 2.2: Inklusion & Partizipation,inklusiv,"ierung in der Elementarpädagogik (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) BSW02 Inklusive Pädagogik im Handlungsfeld Theorien und Entwicklungsprozesse inklusiver Bildung VO 2 SWS,  3 ECTS-AP 1 Gestaltung inklusiver Lernumgebungen SE 1 SWS,  2 ECTS-AP EPD01 Diversität im pädagogischen Alltag Diversitätskategorien im Bildungsbereich (STEOP) VO 1 SWS,  2 ECTS-AP (STEOP) 1 Diversität im Kindergarten: Gestaltungss",644,False,,
PH Tirol.pdf,27,Code 2.7: Professionelle Haltung & Ethik,Werte,"ene Erfahrung und Reflexion SE 1 SWS,  3 ECTS-AP EPD02 Musik und Bewegung Elementare Musikerfahrung SE 2 SWS,  3 ECTS-AP 1 Elementare Bewegungserfahrung SE 1 SWS,  2 ECTS-AP PL01 Persönlichkeits- und Wertebildung Persönlichkeit stärken SE 1 SWS,  2 ECTS-AP 1 Haltung zeigen und Werte leben (STEOP) SE 2 SWS,  3 ECTS-AP (STEOP) PPS01 PPS 1: Heterogenität - Vielfalt als Chance Praktikum 1: Situations- und",1065,False,,
PH Tirol.pdf,27,Code 2.7: Professionelle Haltung & Ethik,Werte,"entare Musikerfahrung SE 2 SWS,  3 ECTS-AP 1 Elementare Bewegungserfahrung SE 1 SWS,  2 ECTS-AP PL01 Persönlichkeits- und Wertebildung Persönlichkeit stärken SE 1 SWS,  2 ECTS-AP 1 Haltung zeigen und Werte leben (STEOP) SE 2 SWS,  3 ECTS-AP (STEOP) PPS01 PPS 1: Heterogenität - Vielfalt als Chance Praktikum 1: Situations- und Konzeptionsanalyse UE 1 SWS,  2 ECTS-AP  1 Konzeption, Planung und Reflexion 1",1143,False,,
PH Tirol.pdf,27,Code 2.7: Professionelle Haltung & Ethik,Wertebildung,"ene Erfahrung und Reflexion SE 1 SWS,  3 ECTS-AP EPD02 Musik und Bewegung Elementare Musikerfahrung SE 2 SWS,  3 ECTS-AP 1 Elementare Bewegungserfahrung SE 1 SWS,  2 ECTS-AP PL01 Persönlichkeits- und Wertebildung Persönlichkeit stärken SE 1 SWS,  2 ECTS-AP 1 Haltung zeigen und Werte leben (STEOP) SE 2 SWS,  3 ECTS-AP (STEOP) PPS01 PPS 1: Heterogenität - Vielfalt als Chance Praktikum 1: Situations- und Konzept",1065,False,,
PH Tirol.pdf,27,Code 2.7: Professionelle Haltung & Ethik,Haltung,"k und Bewegung Elementare Musikerfahrung SE 2 SWS,  3 ECTS-AP 1 Elementare Bewegungserfahrung SE 1 SWS,  2 ECTS-AP PL01 Persönlichkeits- und Wertebildung Persönlichkeit stärken SE 1 SWS,  2 ECTS-AP 1 Haltung zeigen und Werte leben (STEOP) SE 2 SWS,  3 ECTS-AP (STEOP) PPS01 PPS 1: Heterogenität - Vielfalt als Chance Praktikum 1: Situations- und Konzeptionsanalyse UE 1 SWS,  2 ECTS-AP  1 Konzeption, Planun",1124,False,,
PH Tirol.pdf,28,Code 2.3: Individuelle Förderung & Differenzierung,Stärkenorientierung,"tsvollen Institutionsentwicklung und Qualitätssicherung VO 1 SWS,  2 ECTS-AP 2 Evidenzbasiertes Entwicklungskonzept aus der Praxis und für die Praxis SE 1 SWS,  3 ECTS-AP PPS02 PPS 2: Ressourcen- und Stärkenorientierung Praktikum 2: Akteur*innen und Kompetenzen UE 1 SWS,  2 ECTS-AP 2 Konzeption, Planung und Reflexion 2 UE  1 SWS,  3 ECTS-AP",1398,False,,
PH Tirol.pdf,29,Code 2.1: Diversität & Heterogenität,kulturell,"2 SWS,  3 ECTS-AP BSW06 Bildung für nachhaltige Entwicklung Nachhaltige Entwicklung und Bildung VO 1 SWS,  2 ECTS-AP 3 Forschungsprojekt nachhaltige Entwicklung SE 1 SWS,  3 ECTS-AP EPD05 Ästhetisch-Kulturelle Bildung  Kunst und Kultur bilden  VO 1 SWS, 2 ECTS-AP 3 Wahl: Theaterpädagogik, Tanz und Musik  UE 2 SWS,  3 ECTS-AP Wahl: Bildnerisches Gestalten und Werken UE 2 SWS,  3 ECTS-AP EPD06 Transition un",528,False,,
PH Tirol.pdf,29,Code 2.3: Individuelle Förderung & Differenzierung,Fördermaßnahmen,"wicklungsprozessen   Methoden der Entwicklungsbeobachtung und Dokumentation VO 1 SWS,  2 ECTS-AP 4 Methoden der pädagogischen Beobachtung; Dokumentation als Grundlage zu Bildungsprozessbegleitung und Fördermaßnahmen SE 2 SWS,  3 ECTS-AP",1471,False,,
PH Tirol.pdf,29,Code 2.5: Bildungspartnerschaft & Sozialraumorientierung,Bildungspartnerschaft,"Bildung  Kunst und Kultur bilden  VO 1 SWS, 2 ECTS-AP 3 Wahl: Theaterpädagogik, Tanz und Musik  UE 2 SWS,  3 ECTS-AP Wahl: Bildnerisches Gestalten und Werken UE 2 SWS,  3 ECTS-AP EPD06 Transition und Bildungspartnerschaft Transition und Kontinuität aus interdisziplinärer Sicht VO 2 SWS,  3 ECTS-AP 3 Begleitung von Bildungsprozessen im Übergang SE 1 SWS,  2 ECTS-AP PL03 Teamentwicklung und Personalführung Professionsve",739,False,,
PH Tirol.pdf,30,Code 2.1: Diversität & Heterogenität,Vielfalt,"P 4 Forschungsprozesse im pädagogischen Kontext UE 1 SWS,  2 ECTS-AP EPD07 Interkulturalität und Interreligiosität Interkulturalität und Interreligiosität in der frühen Bildung VO 1 SWS,  2 ECTS-AP 4 Vielfalt leben: interreligiöse und kultursensible Begleitung SE 2 SWS,  3 ECTS-AP EPD08 Mathematik und ästhetische Bildung Bedeutung und Konzepte früher mathematischer Bildung VO 2 SWS,  3 ECTS-AP 4 Kreative",466,False,,
PH Tirol.pdf,30,Code 2.1: Diversität & Heterogenität,Interkulturalität,"L LEHRVERANSTALTUNG SEMESTER BSW08 Wissenschaftliches Arbeiten II Vertiefung wissenschaftlichen Arbeitens VU 2 SWS,  3 ECTS-AP 4 Forschungsprozesse im pädagogischen Kontext UE 1 SWS,  2 ECTS-AP EPD07 Interkulturalität und Interreligiosität Interkulturalität und Interreligiosität in der frühen Bildung VO 1 SWS,  2 ECTS-AP 4 Vielfalt leben: interreligiöse und kultursensible Begleitung SE 2 SWS,  3 ECTS-AP EPD08 Math",341,False,,
PH Tirol.pdf,30,Code 2.1: Diversität & Heterogenität,Interkulturalität,"nschaftliches Arbeiten II Vertiefung wissenschaftlichen Arbeitens VU 2 SWS,  3 ECTS-AP 4 Forschungsprozesse im pädagogischen Kontext UE 1 SWS,  2 ECTS-AP EPD07 Interkulturalität und Interreligiosität Interkulturalität und Interreligiosität in der frühen Bildung VO 1 SWS,  2 ECTS-AP 4 Vielfalt leben: interreligiöse und kultursensible Begleitung SE 2 SWS,  3 ECTS-AP EPD08 Mathematik und ästhetische Bildung Bedeutung",381,False,,
PH Tirol.pdf,30,Code 2.1: Diversität & Heterogenität,Interreligiosität,"MESTER BSW08 Wissenschaftliches Arbeiten II Vertiefung wissenschaftlichen Arbeitens VU 2 SWS,  3 ECTS-AP 4 Forschungsprozesse im pädagogischen Kontext UE 1 SWS,  2 ECTS-AP EPD07 Interkulturalität und Interreligiosität Interkulturalität und Interreligiosität in der frühen Bildung VO 1 SWS,  2 ECTS-AP 4 Vielfalt leben: interreligiöse und kultursensible Begleitung SE 2 SWS,  3 ECTS-AP EPD08 Mathematik und ästhetische",363,False,,
PH Tirol.pdf,30,Code 2.1: Diversität & Heterogenität,Interreligiosität,"II Vertiefung wissenschaftlichen Arbeitens VU 2 SWS,  3 ECTS-AP 4 Forschungsprozesse im pädagogischen Kontext UE 1 SWS,  2 ECTS-AP EPD07 Interkulturalität und Interreligiosität Interkulturalität und Interreligiosität in der frühen Bildung VO 1 SWS,  2 ECTS-AP 4 Vielfalt leben: interreligiöse und kultursensible Begleitung SE 2 SWS,  3 ECTS-AP EPD08 Mathematik und ästhetische Bildung Bedeutung und Konzepte früher m",403,False,,
PH Tirol.pdf,30,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,Sprachliche Bildung,"P PPS04 PPS 4: Kommunikation und Konfliktkultur Praktikum 4: Kommunikationsstrategien und Konfliktmanagement UE 1 SWS,  3 ECTS-AP 4 Gesprächsführung: Analyse und Reflexion  UE 1 SWS,  2 ECTS-AP BSW09 Sprachliche Bildung Sprachentwicklung und Mehrsprachigkeit VO 1 SWS,  1 ECTS-AP 5 Verfahren zur Sprachstandsbeobachtung und Dokumentation SE 1 SWS,  2 ECTS-AP Alltagsintegrierte Sprachbildung SE 1 SWS,  2 ECTS-AP BSW10",1160,False,,
PH Tirol.pdf,30,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,alltagsintegrierte Sprachbildung,"nd Reflexion  UE 1 SWS,  2 ECTS-AP BSW09 Sprachliche Bildung Sprachentwicklung und Mehrsprachigkeit VO 1 SWS,  1 ECTS-AP 5 Verfahren zur Sprachstandsbeobachtung und Dokumentation SE 1 SWS,  2 ECTS-AP Alltagsintegrierte Sprachbildung SE 1 SWS,  2 ECTS-AP BSW10 Berufsfeldbezogene Forschung Forschungswerkstatt  FW  2 SWS, 10 ECTS-AP 5 + 6",1319,False,,
PH Tirol.pdf,30,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,Mehrsprachigkeit,"ultur Praktikum 4: Kommunikationsstrategien und Konfliktmanagement UE 1 SWS,  3 ECTS-AP 4 Gesprächsführung: Analyse und Reflexion  UE 1 SWS,  2 ECTS-AP BSW09 Sprachliche Bildung Sprachentwicklung und Mehrsprachigkeit VO 1 SWS,  1 ECTS-AP 5 Verfahren zur Sprachstandsbeobachtung und Dokumentation SE 1 SWS,  2 ECTS-AP Alltagsintegrierte Sprachbildung SE 1 SWS,  2 ECTS-AP BSW10 Berufsfeldbezogene Forschung Forschungs",1202,False,,
PH Tirol.pdf,30,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,Sprachstandsbeobachtung,"ktmanagement UE 1 SWS,  3 ECTS-AP 4 Gesprächsführung: Analyse und Reflexion  UE 1 SWS,  2 ECTS-AP BSW09 Sprachliche Bildung Sprachentwicklung und Mehrsprachigkeit VO 1 SWS,  1 ECTS-AP 5 Verfahren zur Sprachstandsbeobachtung und Dokumentation SE 1 SWS,  2 ECTS-AP Alltagsintegrierte Sprachbildung SE 1 SWS,  2 ECTS-AP BSW10 Berufsfeldbezogene Forschung Forschungswerkstatt  FW  2 SWS, 10 ECTS-AP 5 + 6",1256,False,,
PH Tirol.pdf,31,Code 2.1: Diversität & Heterogenität,Diversität,"und extern SE 2 SWS,  3 ECTS-AP EPD11 Gesundheit, Beeinträchtigung und Prävention Gesundheit, Beeinträchtigung und Prävention in pädagogischen Kontexten VO 2 SWS,  3 ECTS-AP 6 Gesunde Lebensweise im Diversitätskontext SE 1 SWS,  2 ECTS-AP",1416,False,,
PH Tirol.pdf,31,Code 2.5: Bildungspartnerschaft & Sozialraumorientierung,Bildungspartnerschaft,"kennen und Konsequenzen ableiten UE 1 SWS,  3 ECTS-AP 5 Potentiale: Analyse und Reflexion  UE 1 SWS,  2 ECTS-AP BSW11 Interdisziplinäres Arbeiten  und Kooperationen Modelle und Konzepte konstruktiver Bildungspartnerschaften VO 1 SWS,  2 ECTS-AP 6 Kooperation und Arbeit in multiprofessionellen Teams – intern und extern SE 2 SWS,  3 ECTS-AP EPD11 Gesundheit, Beeinträchtigung und Prävention Gesundheit, Beeinträchtigung u",1108,False,,
PH Tirol.pdf,31,Code 2.5: Bildungspartnerschaft & Sozialraumorientierung,Vernetzung,"ve Bildungsangebote zu Medien und Digitalisierung SE 1 SWS,  2 ECTS-AP PL05 Betriebliches Management Leitung, Organisation und Management VO 2 SWS,  3 ECTS-AP 5 Öffentlichkeitsarbeit, Kooperation und Vernetzung VO 1 SWS,  2 ECTS-AP PPS05 PPS 5: Potentialanalyse Praktikum 5: Potentiale erkennen und Konsequenzen ableiten UE 1 SWS,  3 ECTS-AP 5 Potentiale: Analyse und Reflexion  UE 1 SWS,  2 ECTS-AP BSW11 Inte",820,False,,
PH Tirol.pdf,32,Code 2.1: Diversität & Heterogenität,Diversität,"htliche Grundlagen und Bildungspolitik Grundverständnis zu demokratischen Strukturen und rechtlichen Fragen im elementarpädagogischen Kontext VO 1 SWS,  2 ECTS-AP 6 Menschenrechte und Kinderrechte im Diversitätskontext SE 1 SWS,  2 ECTS-AP Kinderschutz VO 1 SWS,  1 ECTS-AP PPS06 PPS 6: Führungsverantwortung Praktikum 6: Professionsspezifische Entwicklung  UE 1 SWS,  3 ECTS-AP 6 Supervidierte Begleitung in B",696,False,,
PH Tirol.pdf,33,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"ik und der elementarpädagogischen Professionalisierung (STEOP) Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Einführung in den Gegenstand, die Aufgaben und Paradigmen der Erziehungs- und Bildungswissenschaft ü Grundbegriffe der Pädagogik, der pädagogischen Anthropolog",454,False,,
PH Tirol.pdf,33,Code 2.4: Abbau von Benachteiligung & Diskriminierung,strukturell,"dnis, Berufshabitus und Rollenfunktionen; Entwicklung eines professionsspezifischen Kompetenzprofils ü Grundlagen und Methoden zur beruflichen Professionalisierung ü Gesellschaftliche, politische und strukturelle Bedingungen professionellen Handelns in elementarpädagogischen Bildungseinrichtungen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü verstehen Modelle und Theorien kindlicher Entwicklu",1094,False,,
PH Tirol.pdf,33,Code 2.7: Professionelle Haltung & Ethik,Haltung,"r Pädagogik, der pädagogischen Anthropologie und der pädagogischen Psychologie ü Theoretische Positionen und Grundannahmen zu Bildung und Erziehung; Reflexion der zugrundeliegenden Menschenbilder und Haltungen ü Modelle und Theorien kindlicher Entwicklung ü Professionsverständnis, Berufshabitus und Rollenfunktionen; Entwicklung eines professionsspezifischen Kompetenzprofils ü Grundlagen und Methoden zur",818,False,,
PH Tirol.pdf,33,Code 2.7: Professionelle Haltung & Ethik,Haltung,"auf Kindheit und Elementarbildung bewusst und in der Lage, die daraus resultierenden Konsequenzen zu erkennen. ü vergleichen Bildungs- und Erziehungstheorien im Licht verschiedener Menschenbilder und Haltungen. ü analysieren und reflektieren Rollen und Haltungen von pädagogischen Fachkräften unterschiedlicher Profession und verstehen Kindheitspädagogik als wissenschaftlich fundierte Profession. ü entdeck",1773,False,,
PH Tirol.pdf,33,Code 2.7: Professionelle Haltung & Ethik,Haltung,"Lage, die daraus resultierenden Konsequenzen zu erkennen. ü vergleichen Bildungs- und Erziehungstheorien im Licht verschiedener Menschenbilder und Haltungen. ü analysieren und reflektieren Rollen und Haltungen von pädagogischen Fachkräften unterschiedlicher Profession und verstehen Kindheitspädagogik als wissenschaftlich fundierte Profession. ü entdecken Methoden der Theaterpädagogik als Möglichkeit zur",1826,False,,
PH Tirol.pdf,33,Code 2.7: Professionelle Haltung & Ethik,Menschenbild,"ü Grundbegriffe der Pädagogik, der pädagogischen Anthropologie und der pädagogischen Psychologie ü Theoretische Positionen und Grundannahmen zu Bildung und Erziehung; Reflexion der zugrundeliegenden Menschenbilder und Haltungen ü Modelle und Theorien kindlicher Entwicklung ü Professionsverständnis, Berufshabitus und Rollenfunktionen; Entwicklung eines professionsspezifischen Kompetenzprofils ü Grundlagen und",799,False,,
PH Tirol.pdf,33,Code 2.7: Professionelle Haltung & Ethik,Menschenbild,"schaftsdisziplinen auf Kindheit und Elementarbildung bewusst und in der Lage, die daraus resultierenden Konsequenzen zu erkennen. ü vergleichen Bildungs- und Erziehungstheorien im Licht verschiedener Menschenbilder und Haltungen. ü analysieren und reflektieren Rollen und Haltungen von pädagogischen Fachkräften unterschiedlicher Profession und verstehen Kindheitspädagogik als wissenschaftlich fundierte Profess",1754,False,,
PH Tirol.pdf,34,Code 2.1: Diversität & Heterogenität,Diversität,deren Bildungsqualität ü Konzept zur Begleitung von Entwicklungsprozessen auf Basis des Index für Inklusion ü Modelle inklusionspädagogischer Handlungsfelder; Einrichtungen als Lebens- und Lernort ü Diversitätskategorien und deren Auswirkungen im Bildungsbereich ü Organisations- und Handlungsformen inklusiver Bildungsarbeit und Lernumgebungen ü Rechtliche Grundlagen inklusiver Settings Lernergebnisse/Kompe,718,False,,
